int_rank,like_rank,interactions,video_id,video_title,upload_date,upload_time,view_count,like_count,comment_count,video_duration,tags
38,35,4.91,ngsAD-gcOKA,"Pro Cyclist VS...His Dad!? | Road Bike Takes On E Bike, But Who Is Faster?",09/08/2020,09:00:09,566666,14096,1387,22:18,"['e bike', 'e-bike', 'eco', 'turbo', 'electric bike', 'bosch', 'family', 'dad', 'hanks dad', 'chavenage house', 'cotswolds', 'training ride', 'race', 'vs', 'e bike vs regular bike', 'canyon ultimate', 'family ride', 'father son ride', 'motorbike', 'bmw motorbike', '1200cc', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'james', 'lowsley', 'williams', 'hank', 'george', 'sec-feature', 'sca15', 'gc21s', 'ិ', 'gc11shs', 'ଐ', 'gc11sas', 'n1', 'ඡ', 'ニ', 'Ղ', 'ཋ', 'ሩ', 'ସ', 'ଙ', 'ホ', 'ィ', 'ළ', 'Ա', 'Ժ', 'Լ', 'Ծ', 'Ձ', 'ፕ15', 'ヵ', 'ዾ', '4052']"
39,90,4.9,bs8NJTotUbI,Cycling#39;s Hour Record: Can Ollie Beat Eddy Merckx?,01/12/2019,10:00:06,220293,6281,460,17:55,"['Hour', 'hour record', 'Cannibal', 'Eddy Merckx', 'aero', 'watts', 'power', 'sufferfest', 'training', 'ftp', 'interval', 'intervals', 'velodrome', 'track', 'time trial', 'timetrialling', 'tt', 'wind tunnel', 'testing', 'threshold', 'fuctional threshold power', 'racing', 'merckx', 'workout', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', 'ollie', 'bridgewood', 'sec-feature', 'sca15', 'ិ', 'gc11shs', 'ඃ', 'c3', 'c1', 'h3', 'gc11sas', 'Ꮋ', 'n1', 'v1', 'Ղ', 'ཋ', 'ោ', 'ሙ', 'ሹ', 'ዩ', 'Բ', 'Ե', 'ፕ15', '3800']"
40,122,4.87,Jv50vHHwWY0,What’s The Difference Between GRX amp; Road Groupsets?,27/05/2022,09:00:35,194922,4118,548,12:23,"['shimano', 'shimano grx', 'grx', 'shimano ultegra', 'ultegra', 'groupset', 'groupsets', 'road groupset', 'gravel groupset', 'road bike', 'gravel bike', 'road', 'gravel', 'comparison', 'best groupset', 'gravel riding', 'road riding', 'gravel cycling', 'off road', 'road cycling', 'guide', 'buyers guide', 'compare', 'compared', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'si', 'sec-feature', 'sca15', 'gc21s', 'ꗧ', 'ꔈ', 'ꗶ', 'Ղ', 'n1', 'ሙ', 'ସ', 'ଙ', 'ホ', 'ꗖ', '𐒎', 'ೄ', 'ዩ', 'ළ', 'ᡞ', 'Բ', 'Ի', 'Ծ', 'Ձ', 'ፕ15', 'サ', 'ኾ', '4708']"
41,77,4.84,dnlCkVw2TS8,Can We Beat A Tour De France Pro? 2 Vs 1 Challenge,26/02/2022,10:00:31,229473,7654,353,09:09,"['fred wright', 'fred', 'wright', 'bahrain victorious', 'bahrain', 'victorious', 'race', 'challenge', 'time trial', 'tt', 'merida', 'scultura', 'merida scultura', 'gcn', 'gcn vs', 'gcn race', 'gcn challenge', 'cycling', 'cycling challenge', '2 vs 1', '2vs1', '2v1', 'pro', 'cyclist', 'professional', 'world tour', 'worldtour', 'tour de france', 'tdf', 'tour', 'de', 'france', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'sec-feature', 'c1', 'Ղ', 'ඡ', 'ཋ', 'ሙ', 'ସ', 'ホ', 'パ', '𐒌', 'ዩ', 'ළ', 'Ꮽ', 'Բ', 'Ժ', 'Լ', 'Ծ', 'ፕ15', 'ュ', 'ዮ', '꘎', '4618']"
42,107,4.81,VocgsF-KMpw,Why Cyclists Should Run | Can Running Really Help Your Cycling?,15/12/2018,10:00:02,280811,5350,827,05:50,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'run', 'running', 'cyclist', 'cycling', 'cylists run', 'off season', 'cross training', 'should i run', 'run workout', 'workout', 'fitness', 'cycling fitness', 'cross-training', 'crosstrain', 'cross-train', 'bone density', 'osteoporosis', 'travelling', 'social', 'weather', 'doms', 'muscle soreness', 'ache', 'aching', 'run aching', 'GCN Cycling', 'Cycling tips', 'cycling workout', 'cycling training', 'velo', 'chris opie', 'emma pooley', 'sec-feature', 'd2', 'ཋ', 'Ա', 'Ը']"
43,97,4.75,mvpEvD--wAM,Can A $300 Amazon Bike Survive The Paris-Roubaix Cobbles?,02/04/2022,09:00:17,221014,5741,481,10:45,"['eurobike', 'cheap', 'cheap bike', 'budget', 'budget bike', 'amazon', 'amazon bike', 'paris-roubaix', 'paris roubaix', 'roubaix', 'cobbles', 'cobblestones', 'pavé', 'pavés', 'pave', 'paves', 'cobbled', 'sector', 'trouée d’arenberg', 'trouee d’arenberg', 'arenberg', 'arenberg forest', 'forest of arenberg', 'arenburg', 'challenge', 'brutal', 'vs', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'manon', 'alex', 'sec-feature', 'gc21s', 'ꗧ', 'c1', 'Ղ', 'n1', 'ସ', 'ホ', 'パ', 'ළ', 'ꕮ', 'ꕉ', 'δ', 'Գ', 'Ժ', 'Ի', 'Ծ', 'ፕ15', 'ಓ', '꘎', 'ጎ', '4653']"
44,46,4.62,FS72Cd6-vdw,What#39;s It Like To Ride A Pro Gravel Race? | Manon#39;s First Race On Gravel!,25/09/2021,09:00:14,404374,11793,704,17:59,"['gravel', 'off-road', 'off road', 'race', 'champs', 'championships', 'national', 'dirt', 'aero', 'fast', 'pro', 'professional', 'endurance', 'epic', 'climb', 'climbing', 'climber', 'effort', 'hard', 'tricky', 'difficult', 'snad', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'manon', 'lloyd', 'sec-feature', 'Ղ', 'n1', 'ඡ', 'ක', 'ཋ', 'ሙ', 'ସ', 'ホ', '߲\u200e', 'ዩ', 'ළ', 'Բ', 'Ժ', 'Լ', 'Խ', 'Ձ', 'ፕ12', 'ጎ', '4464']"
45,159,4.61,gTcTN8q3ww0,Are Weekend Warriors The Healthiest Cyclists? | The GCN Show Ep. 211,24/01/2017,18:20:55,158188,1862,557,22:07,"['gcn show', 'cycling', 'cycling news', 'pro cycling', 'bicycle', 'bike', 'weekend warriors', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Road Bike', 'Cyclist', 'GCN Cycling', 'Cycling Tips', 'Bikes', 'Bicycle (Product Category)', 'cycling workout', 'cycling training', 'velo', 'tour down under', 'richie porte', 'cyclocross', 'peter sagan', 'graphene', 'gcn cycling show', 'professional cycling', 'bike news', 'cyclocross world championshoips', 'bieles', 'ja17', 'sec-show', 'e1', 'q1', 'e3', 'g2']"
46,80,4.6,mDzBfdYV9jE,Can An E Bike Make You Fast Enough To Train With A Pro Cyclist?,18/07/2021,09:00:17,310858,7515,688,15:33,"['ribble', 'endurance', 'sle', 'sl', 'electric', 'ebike', 'e-bike', 'electric bike', 'power', 'assist', 'pro', 'training', 'partner', 'group', 'ride', 'steep', 'climb', 'weldtite', 'amateur', 'vs', 'professional', 'hillclimb', 'hill climb', 'up', 'hill', 'beat', 'handling', 'descent', 'mahle', 'motor', 'hub', 'light', 'aero', 'sl e', 'lake district', 'wyrnrose pass', 'pass', 'KoM', 'strava', 'wider', 'accessible', 'accessibility', 'james', 'shaw', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'sec-feature', 'ꗧ', 'ཋ', 'ସ', 'ホ', 'ᢙ', 'ዩ', 'ፕ1', 'ዮ', '4395']"
47,87,4.59,iW0DKcT5pB4,The Next Evolution Of Gravel Bike Tech? | SRAM XPLR Collection,29/08/2021,09:05:21,340179,6453,924,20:33,"['xplr', 'explore', 'sram', 'rockshox', 'zipp', 'wheels', 'gravel', 'mtb', 'off road', 'gear ratio', 'gears', 'low gear', 'drop post', 'dropper post', 'suspension', 'gravel bike', 'grizl', '10-44', 'derailleur', 'wireless', 'fork', 'rock shox', 'rudy', 'handling', 'travel', '30mm', '40mm', 'reverb', 'zipp 101', 'compliance', 'comfort', 'fun', 'rims', 'strava segment', 'tech', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'sec-feature', 'sca15', 'ꗧ', 'r1', 'gc11sas', 'Ղ', 'ཋ', 'ሙ', 'ସ', 'ଙ', 'ホ', 'ꗖ', 'gc24b', 'ዩ', 'ፕ15', 'ኾ', '4437', 'ꔦ']"
48,9,4.54,qUbA5iHqC6U,"How Hard Did Cycling Use To Be? | Modern Cyclist, Retro Bike, Classic Climb",30/05/2019,17:13:10,1029081,28918,1784,11:52,"['retro', 'retro bike', 'old', 'steel', 'steel bike', 'steel frame', 'race', 'racing', 'giro', ""giro d'italia"", 'italy', 'gears', 'fixie', 'fixed gear', 'climb', 'climbing', 'tour', 'le tour', 'ebay', 'hard', 'modern', 'cyclist', 'mountain', 'col', 'colle', 'single', 'dolomite', ""croce d'aune"", 'passo', 'campagnolo', 'derailleur', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', 'ollie bridgewood', 'sec-feature', 'gc21s', 'gc11shs', 'ඃ', 'c3', 'r1', 'h3', 'gc11sas', 'Ꮋ', 'p1', 'ළ', 'Բ', 'Ի', 'Ձ', '3615']"
49,123,4.51,Thg9dz_snNI,Can You Ride Cyclo-Cross On A Gravel Bike? | CX vs Gravel Bikes For Racing,16/08/2019,09:00:05,155328,4090,303,09:11,"['gravel', 'cyclo-cross', 'cross', 'cx', 'monstercross', 'cyclocross', 'off road', 'grass', 'mud', 'dirt', 'race', 'racing', 'ride', 'cornering', 'tires', 'tyres', 'tire', 'tyre', '33', 'rider', 'skills', 'skill', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', 'jeremy powers', 'powers', 'jeremy', 'pows', 'j-pows', 'sec-feature', 'ஐ', 'sca15', 'gc21s', 'ិ', 'gc11shs', 'ඃ', 'c3', 'r1', 'h3', 'gc11sas', 'Ꮋ', 'p1', 'Ղ', 'ཋ', 'ළ', 'Բ', 'Լ', 'Ծ', 'Ձ', '3693']"
49,141,4.51,RwXxRc8S3u0,Are These The Most Annoying Things About Cycling? | GCN Show Ep. 481,29/03/2022,17:02:27,190511,2882,582,14:01,"['biniam', 'girmay', 'ghirmay', 'grmaye', 'grmay', 'annoy', 'annoying', 'most annoying', 'frustrating', 'peeves', 'racing', 'gent', 'wevelgem', 'flanders', 'inspiration', 'hack', 'bodge', 'hack/bodge', 'cycling shorts', 'extreme corner', 'caption', 'competition', 'cycling news', 'bike news', 'news', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'gcn show', 'the gcn show', 'Road Bicycle', 'GCN Cycling', 'velo', 'si', 'simon', 'manon', 'པ', 'sca15', 'gc21s', 'ិ', 'ꗧ', 'c1', 'ꗶ', 'Ղ', 'n1', 'e3', 'g3', 'ោ', 'ሩ', 'ସ', 'ଙ', 'ホ', 'パ', 'ィ', 'ው', 'ꖐ', 'ළ', 'ꕉ', 'Ꮽ', 'ꚱ', 'Բ', 'Ե', 'Լ', 'Ծ', 'ፕ3', 'サ', 'ኾ', 'ጎ', '4649']"
51,43,4.44,3E1vOhBcsdg,Cutting Edge Vs Classic Bike | How Much Faster Is A Modern Superbike?,05/12/2020,10:00:01,715633,12166,1972,23:58,"['wilier', 'wilier bike', 'trestina', 'classic', 'retro', 'modern', 'filante', 'superleggera', 'steel', 'carbon', 'aero', 'stiff', 'light', 'weight', 'lightweight', 'fastest', 'fast', 'coolest', 'cool', 'cafe', 'stop', 'speed', 'style', 'stylish', 'cheddar', 'gorge', 'old', 'disk', 'rim', 'brakes', 'design', 'custom', 'strenght', 'climb', 'sprint', 'stiffness', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'si', 'richardson', 'ollie', 'bridgewood', 'sec-feature', 'gc11shs', 'c3', 'ཋ', 'ሙ', 'ସ', 'ホ', 'ꗖ', 'ꘀ', 'ዩ', 'ළ', 'Բ', 'Ի', 'Ձ', 'ፕ15', 'サ', 'ዮ', 'ኾ', '4170']"
52,111,4.38,TPsTCpdJawM,When Roadies Ride Mountain Bikes... | Can Fitness Beat Technique In XC?,15/05/2021,09:00:14,189594,4974,340,17:05,"['roadie', 'road cyclist', 'road cycling', 'road rider', 'mountain bike', 'mtb', 'mountain biker', 'vs', 'mountain biker vs road cyclist', 'how to be a mountain biker', 'wilier', 'wilier mtb', 'carbon', 'carbon mtb', 'carbon frame', '29er', '29 inch', 'suspension', 'urta', 'full sus', 'full suspension', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'sec-feature', 'sca15', 'gc11shs', 'ꗧ', 'c1', 'gc11sas', 'ꗶ', 'ཋ', 'ሙ', 'ସ', 'ଙ', 'ホ', 'ケ', 'パ', 'ꘈ', 'ዩ', 'ළ', 'ꔹ', 'Բ', 'Ժ', 'Լ', 'Ծ', 'Ձ', 'ፕ15', 'ヵ', 'ዾ', 'ቯ', '4331']"
53,118,4.27,ndCW2xAjBWw,Can We Win The Hardest Bike Race In The World? | Race Across America,12/06/2022,09:00:41,177982,4356,331,19:32,"['epic', 'raam', 'race', 'across', 'america', 'race across america', 'mark', 'beaumont', 'challenge', 'prep', 'prepare', 'preparation', 'train', 'training', 'trains', 'hard', 'hardest', 'endurance', 'ultra', 'ultra race', 'endurance athlete', 'athlete', 'record', 'record breaking', 'break', 'world record', 'world', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'sec-feature', 'ꗧ', 'r1', 'ꔈ', 'ሙ', 'ସ', 'ホ', 'ᠫ', '𐒎', 'ತ', 'ꛄ', 'ዩ', 'ළ', 'ꕉ', 'Ꮽ', 'Բ', 'Ժ', 'Լ', 'Խ', 'Ձ', 'ፕ14', 'サ', 'ኾ', '4724']"
54,22,4.23,mHwUC8Tcx5o,Can Two Roadies Beat One Time Trial Bike?,10/10/2020,09:00:18,751776,18612,1327,13:45,"['orbea', 'orbea tt bike', 'orbea ordu', 'tt bike', 'time trial', 'itt', '2 up', 'breakaway', 'chaingang', 'through and off', 'race', 'head to head', 'vs', '2 against 1', 'faster', 'speed', 'aero', 'challenge', 'competition', 'racing', 'time trial bike vs 2 road bikes', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'si', 'richardson', 'james', 'lowsley', 'williams', 'conor', 'dunne', 'sec-feature', 'gc21s', 'gc11shs', 'c3', 'ଐ', 'c1', 'n1', 'Ղ', 'ཋ', 'ሙ', 'ସ', 'ଙ', 'ホ', 'パ', 'ィ', 'ዩ', 'ළ', 'Բ', 'Ժ', 'Լ', 'Խ', 'Ձ', 'ፕ15', 'サ', 'ኾ', 'ጞ', 'ዾ', '4114']"
55,143,4.2,0DHf2Eci-3k,Are Disc Brakes Dangerous To Road Cyclists? | The GCN Show Ep. 171,19/04/2016,17:00:00,233311,2773,717,20:23,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Road Bike', 'Cyclist', 'GCN Cycling', 'Cycling Tips', 'Bikes', 'Bicycle (Product Category)', 'cycling workout', 'cycling training', 'velo', 'bicicletas', 'bici ciclismo', 'velo route', 'fahrrad', 'fiets', 'ap16', 'sec-show', 'disc brake', 'ban', 'banned', 'fran ventoso', 'paris-roubaix', 'crash', 'injury', 'motor', 'mechanical doping', 'motorised doping', 'hidden motor', 'pro cycling', 'amstel gold race', 'ikea', 'speedx', 'speedx leopard', 'kickstarter', 'bamboo bicycle', 'zwift', 'canyon-sram', 'peter sagan']"
56,104,4.19,I_zV-9JKg3k,Road Vs Gravel | Which Bike Gives You More Value For Money?,13/06/2021,09:00:15,279351,5482,634,11:39,"['road', 'gravel', 'road vs gravel', 'road bike', 'gravel bike', 'chose', 'choice', 'all round', 'value', 'bang', 'buck', 'vs', 'value for money', 'first bike', 'which bike should I buy', 'off-road', 'off road', 'tyre', 'tyres', 'tire', 'tires', 'race', 'racing', 'adventure', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'si', 'richardson', 'alex', 'paton', 'sec-feature', 'ꗧ', 'ସ', 'ホ', 'ᢙ', 'ዩ', 'ළ', 'Ա', 'Ժ', 'Լ', 'Ծ', 'Հ', 'ፕ15', '4360']"
57,84,4.1,Yd82c_BzwoU,Can Roadies Get Rad? | Si Learns To Jump With GMBN#39;s Blake Samson,13/07/2019,09:00:05,258762,6743,399,16:01,"['jump', 'jumping', 'mountain bike', 'mountain biking', 'mtb', 'air', 'how to', 'road cyclist', 'tabletop', 'learn', 'beginner', 'basic', 'introduction', 'canyon', 'strive', 'windhill', 'bike park', 'gap', 'big', 'bigger', 'lycra', 'cross country', 'xc', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', 'sec-feature', 'sca15', 'gc21s', 'ඃ', 'r1', 'h3', 'gc11sas', 'ළ', 'Լ', 'Ծ', 'Ձ', '3659', 'ሥ']"
57,142,4.1,Sj-jarB_swE,Do Super-Expensive Superbikes Have A Place In Cycling? | GCN Show Ep. 485,26/04/2022,16:35:07,224198,2875,643,13:08,"['inspiration', 'gcn inspiration', 'hack', 'bodge', 'hack/bodge', 'hacks', 'bodges', 'cycling shorts', 'comments', 'caption', 'competition', 'cycling news', 'bike news', 'news', 'colnago', 'c68', 'bmc', 'masterpiece', 'expensive', 'price', 'pricey', 'cost', 'money', '20000', 'bike market', 'market', 'luxury', 'cheap', 'value', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'gcn show', 'the gcn show', 'Road Bicycle', 'GCN Cycling', 'velo', 'dan', 'si', 'simon', 'པ', 'sca15', 'ិ', 'ꗧ', 'ꔈ', 'ꗶ', 'Ղ', 'n1', 'ោ', 'ሙ', 'ସ', 'ଙ', 'ホ', 'ው', 'ꖐ', 'ළ', 'ꕉ', 'Ꮽ', 'ꚢ', 'Բ', 'Ե', 'Լ', 'Ծ', 'Հ', 'ፕ3', 'サ', 'ኾ', 'ዎ', '4677']"
59,106,4,_ZjXsMFVmm8,How Do Cyclists#39; Asses Survive The Tour De France?!,06/07/2022,16:20:28,194763,5362,257,05:40,"['tour', 'de', 'france', 'tour de france', '2022 tour', '2022 tour de france', 'tour 2022', 'tour de france 2022', 'saddle', 'tt', 'TT', 'timetrial', 'time trial', 'comfort', 'comfy', '3d print', '3d printed', 'ineos', 'ineos grenadiers', 'grenadiers', 'tom', 'pidcock', 'geraint', 'thomas', 'grand tour', 'grand', 'grand boucle', 'position', 'bike fit', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'sec-feature', 'ិ', 'ꔈ', 'ሙ', '𐒎', '߰\u200e', 'ዩ', 'ළ', 'δ', 'Բ', 'Ժ', 'Ի', 'Կ', 'Ձ', 'ፕ8', 'サ', 'ኾ', '4748']"
60,37,3.97,FXK0u16Vn-8,Endurance Tortoise Vs Aero Hare | Who Can Ride The Furthest?,26/12/2020,10:00:08,546209,13708,807,22:40,"['solstice', 'shortest', 'day', 'longest', 'ride', 'challenge', 'endurance', 'all day', 'tt', 'time trial', 'sportive', 'vs', 'which is best', 'head to head', 'how far', 'ultra', 'dawn', 'to', 'dusk', 'shortest day of the year', 'strategy', 'nutrition', 'position', 'tortoise', 'hare', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'hank', 'james', 'mark', 'beaumont', 'sec-feature', 'gc11shs', 'r1', 'ꔈ', 'ꗶ', 'Ꮋ', 'n1', 'Ղ', 'ཋ', 'ሙ', 'ସ', 'ଙ', 'ホ', 'ଫ', 'ዩ', 'ළ', 'Բ', 'Ժ', 'Ձ', 'ፕ15', '4191', 'ꖰ']"
61,144,3.95,ZyH85d4e2dU,How Do Tour De France Riders Choose Their Bikes?,11/07/2022,15:34:20,113850,2760,186,02:48,"['tour', 'de', 'france', 'tour de france', '2022 tour', '2022 tour de france', 'tour 2022', 'tour de france 2022', 'pro', 'sponsor', 'pro cycling', 'stage', 'road bike', 'which road bike', 'tour de france speed', 'disc brakes', 'frame', 'rim brakes', 'saddle', 'tt', 'TT', 'timetrial', 'time trial', 'ineos', 'movistar', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'sec-feature', 'sca15', 'ិ', 'r1', 'ළ', 'ᠣ', 'δ', 'Ա', 'Ժ', 'Ի', 'Խ', 'ፕ8', 'サ', '4753']"
62,82,3.93,vNKrkrPsAGM,Seismic Shifts - Are These The Biggest Bike Innovations In Shimano’s 100 Year History?,08/05/2021,09:30:04,327847,7275,579,13:13,"['shimano', 'gears', 'shift', 'shifting', 'changing', 'innovation', '100', 'years', 'sis', 'sti', 'di2', 'hyperglide', 'click', 'electronic', 'retro', 'vintage', 'old', 'tech', 'technology', 'history', '80s', 'gear', 'indexed', 'index', 'indexing', 'gitane', 'integrated', 'integration', '90s', 'steel', 'classic', 'invention', 'advancements', 'engineering', 'improvements', 'down-tube', 'down tube', 'eddy merckx', 'cervelo', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'sec-feature', 'ꗧ', 'ꔈ', 'ཋ', 'ସ', 'ホ', 'ᡨ', 'ዩ', 'Բ', 'Ի', 'ፕ15', '꘎', 'ዮ', '4324']"
62,162,3.93,Oda6wKxAv1c,How Did Chris Froome Win The Tour De France...Again?! | The GCN Show Ep. 185,26/07/2016,16:42:35,178265,1681,545,19:44,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Road Bike', 'Cyclist', 'GCN Cycling', 'Cycling Tips', 'Bikes', 'Bicycle (Product Category)', 'cycling workout', 'cycling training', 'velo', 'bicicletas', 'bici ciclismo', 'velo route', 'fahrrad', 'fiets', 'jul16', 'sec-show', 'gc04s1', 'gc21s', 'c1', 'chris froome', 'team sky', 'tour de france', 'crash', 'la course', 'nairo quintana', 'romain bardet', 'adam yates', 'cycling news', 'news show', 'gcn news', 'peter sagan', 'fsa groupset', 'competition', 'orbea', 'kask']"
64,96,3.92,uBDGaa-miR0,Hero to ?... | How Much Fitness Has Conor Lost Since He Was A Professional Cyclist?,23/01/2021,10:00:31,270090,5871,489,15:27:00,"['watts', 'power', 'fitness', 'how fit are pro athletes', 'how fit are pros', 'pro cyclists', 'professional cyclists', 'ryan mullen', 'zwift', 'innsbruck', 'get fit', 'fitter', 'lose fitness', 'how fit are pro cyclists', 'trek', 'ftp', 'racing', 'race', 'lose weight', 'weight', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'sec-feature', 'gc21s', 'gc11shs', 'r1', 'e3', 'Ղ', 'ཋ', 'ោ', 'ሙ', 'ସ', 'ଙ', 'ホ', 'ィ', 'gc22b', 'ऋ', 'ዩ', 'ළ', 'Բ', 'Ե', 'Հ', 'ፕ15', 'ザ', 'ጞ', '4219']"
65,127,3.91,XzQJzDzXBG4,What#39;s Really Holding You Back? | The Secrets Of Heart Rate Variability With WHOOP,25/07/2019,17:00:04,202197,3888,419,18:55,"['whoop', 'whoop smart tech', 'wearable', 'wearable tech', 'technology', 'monitor', 'smart tech', 'smart watch', 'strap', 'health', 'recovery', 'measure', 'sleep', 'data', 'rest', 'better', 'injury', 'injured', 'train', 'training', 'workout', 'fitness', 'fit', 'fitness tracker', 'tracking', 'circadian', 'rhythm', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', 'si', 'richardson', 'sec-feature', 'sca15', 'ඃ', 'c3', 'ཋ', 'ឣ', 'ළ', 'Բ', 'Ի', '3671']"
66,112,3.77,7dx_y0KVkj8,NEW Zipp 303 Firecrest Wheels - A Tyre Pressure Revolution?,29/05/2020,15:38:28,310523,4915,686,11:20,"['zipp firecrest', 'zipp 303', 'zipp 303 firecrest', 'tubeless', 'tubeless tyres', '28mm tyres', 'wide tyres', 'hookless', 'hookless rim bed', 'wide internal rim', 'aero wheel', 'lightweight wheels', 'stiff wheels', 'tubeless sealant', 'puncture', 'warranty', 'lifetime warranty', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'simon', 'richardson', 'sec-feature', 'sca15', 'gc11shs', 'c3', 'gc11sas', 'Ꮋ', 'n1', 'Ղ', 'ཋ', 'ሙ', 'ホ', 'ィ', 'ଋ', 'ዩ', 'ළ', 'Բ', 'Ժ', 'Ի', 'Ծ', 'Ձ', 'ፕ11', 'サ', 'ኾ', '3980', 'zipp']"
