int_rank,like_rank,interactions,video_id,video_title,upload_date,upload_time,view_count,like_count,comment_count,video_duration,tags
78,12,4.54,qUbA5iHqC6U,"How Hard Did Cycling Use To Be? | Modern Cyclist, Retro Bike, Classic Climb",30/05/2019,17:13:10,1029081,28918,1784,11:52,"['retro', 'retro bike', 'old', 'steel', 'steel bike', 'steel frame', 'race', 'racing', 'giro', ""giro d'italia"", 'italy', 'gears', 'fixie', 'fixed gear', 'climb', 'climbing', 'tour', 'le tour', 'ebay', 'hard', 'modern', 'cyclist', 'mountain', 'col', 'colle', 'single', 'dolomite', ""croce d'aune"", 'passo', 'campagnolo', 'derailleur', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', 'ollie bridgewood', 'sec-feature', 'gc21s', 'gc11shs', 'ඃ', 'c3', 'r1', 'h3', 'gc11sas', 'Ꮋ', 'p1', 'ළ', 'Բ', 'Ի', 'Ձ', '3615']"
79,258,4.53,8yPetdjsT2U,Top 5 Advanced Skills Every Cyclist Should Learn | GCN#39;s Next Level Cycling Tips,18/06/2020,15:20:03,156706,4447,272,06:25,"['skill', 'skills', 'advanced', 'learn', 'learning', 'no', 'hands', 'change', 'clothing', 'jacket', 'rain', 'cape', 'bunny', 'hop', 'eat', 'eating', 'on', 'the', 'bike', 'snack', 'pocket', 'one', 'hand', 'energy', 'bars', 'gravel', 'rough', 'surface', 'loose', 'control', 'grip', 'brake', 'braking', 'speed', 'ice', 'danger', 'dangerous', 'conidtions', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'Top 10', 'GCN Cycling', 'velo', 'hank', 'james', 'lowsley-williams', 'sec-top-10', 'gc21s', 'ិ', 'gc11shs', 'ඃ', 'c3', 'ଐ', 'gc11sas', 'ක', 'Ղ', 'ཋ', 'ሙ', 'ସ', 'ଙ', 'ホ', 'ィ', 'ළ', 'Բ', 'Ժ', 'Լ', 'Ծ', 'Հ', 'ፕ20', '4000']"
80,120,4.52,egqvVdgzG2M,Top Ways You Might Crash Your Road Bike | Tips For Riding Safely and Staying Upright,01/01/2021,10:00:28,323093,8548,618,10:27,"['dangerous', 'crash', 'crashing', 'safe', 'safely', 'safety', 'pedal', 'hit', 'floor', 'technique', 'avoid', 'descending', 'corner', 'awareness', 'pothole', 'hazard', 'distraction', 'distracted', 'risk', 'group', 'etiquette', 'signal', 'high', 'speed', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'Top 10', 'GCN Cycling', 'velo', 'ཁ', 'sca15', 'gc21s', 'gc11shs', 'c1', 'ꔈ', 'gc11sas', 'n1', 'Ղ', 'ሙ', 'ସ', 'ଙ', 'ホ', 'パ', 'Բ', 'ፕ20', 'ጞ', 'ዾ', '3831']"
81,250,4.51,ldFwLc88jrY,8 Hacks For Winter Cycle Commuting,29/11/2017,14:26:01,226184,4534,577,05:55,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'hacks', 'winter hacks', 'commuting hacks', 'winter commute', 'training', 'training tips', 'mudguards', 'mud guards', 'ass saver', 'sprints', 'sprinting', 'packing', 'rucksack', 'backpack', 'mud', 'cold', 'wet', 'lights', 'bike lights', 'GCN Cycling', 'Cycling Tips', 'cycling workout', 'cycling training', 'velo', 'matt stephens', 'dan lloyd', 'daniel lloyd', 'sec-top-10', 'pllap', 'sca15', 'gc21s', 'b1', 'gc11shs', 'gc04s1', 'c3', 'Ꮈ', 'r1', 'h3', 'gc11sas', 'n1', 'p1', 'Ղ', 'Ա', 'Լ', 'Ձ']"
81,282,4.51,Thg9dz_snNI,Can You Ride Cyclo-Cross On A Gravel Bike? | CX vs Gravel Bikes For Racing,16/08/2019,09:00:05,155328,4090,303,09:11,"['gravel', 'cyclo-cross', 'cross', 'cx', 'monstercross', 'cyclocross', 'off road', 'grass', 'mud', 'dirt', 'race', 'racing', 'ride', 'cornering', 'tires', 'tyres', 'tire', 'tyre', '33', 'rider', 'skills', 'skill', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', 'jeremy powers', 'powers', 'jeremy', 'pows', 'j-pows', 'sec-feature', 'ஐ', 'sca15', 'gc21s', 'ិ', 'gc11shs', 'ඃ', 'c3', 'r1', 'h3', 'gc11sas', 'Ꮋ', 'p1', 'Ղ', 'ཋ', 'ළ', 'Բ', 'Լ', 'Ծ', 'Ձ', '3693']"
81,326,4.51,RwXxRc8S3u0,Are These The Most Annoying Things About Cycling? | GCN Show Ep. 481,29/03/2022,17:02:27,190511,2882,582,38:01:00,"['biniam', 'girmay', 'ghirmay', 'grmaye', 'grmay', 'annoy', 'annoying', 'most annoying', 'frustrating', 'peeves', 'racing', 'gent', 'wevelgem', 'flanders', 'inspiration', 'hack', 'bodge', 'hack/bodge', 'cycling shorts', 'extreme corner', 'caption', 'competition', 'cycling news', 'bike news', 'news', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'gcn show', 'the gcn show', 'Road Bicycle', 'GCN Cycling', 'velo', 'si', 'simon', 'manon', 'པ', 'sca15', 'gc21s', 'ិ', 'ꗧ', 'c1', 'ꗶ', 'Ղ', 'n1', 'e3', 'g3', 'ោ', 'ሩ', 'ସ', 'ଙ', 'ホ', 'パ', 'ィ', 'ው', 'ꖐ', 'ළ', 'ꕉ', 'Ꮽ', 'ꚱ', 'Բ', 'Ե', 'Լ', 'Ծ', 'ፕ3', 'サ', 'ኾ', 'ጎ', '4649']"
84,122,4.43,QC5F-tgk3L8,Riding The Length Of A Country In A Day | GCN#39;s Epic Welsh Ride,13/09/2020,09:00:09,338231,8473,666,21:53,"['wales', 'in', 'day', 'long', 'ride', 'epic', 'distance', 'endurance', 'giant', 'tcr', 'length', 'country', 'crossing', 'snowdonia', 'light', 'aero', 'adventure', 'road riding', 'monmouthshire', 'severn', 'bridge', '300km', '5000m', 'elevation', 'climbing', 'descending', 'fast', 'tcr advanced', 'sl0', 'sl', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'hank', 'james', 'lowsley', 'williams', 'oliver', 'bridgewood', 'sec-feature', 'gc11shs', 'c3', 'gc11sas', 'n1', 'ඡ', 'ニ', 'Ղ', 'ཋ', 'ሙ', 'ସ', 'ホ', 'ィ', 'ヴ', 'ዩ', 'ළ', 'Բ', 'Է', 'Ի', 'Ձ', 'ፕ15', '4087']"
85,97,4.29,v4p4FiGDMCY,How To Lock Your Bike Securely | Urban Cycle Security Tips,23/09/2020,19:33:36,456421,10202,941,14:26,"['bike', 'theft', 'steal', 'nick', 'stolen', 'lock', 'safe', 'secure', 'insurance', 'insured', 'town', 'urban', 'locking', 'securing', 'prevent', 'theives', 'chain', 'cable', 'combination', 'best', 'better', 'safer', 'break', 'broken', 'frame', 'wheels', 'technique', 'properly', 'strongest', 'bike lock', 'how to lock a bike', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'How To', 'bike skills', 'cycling skills', 'GCN Cycling', 'velo', 'ollie', 'sec-how-to', 'sca15', 'gc21s', 'c3', 'c1', 'gc11sas', 'g3', 'ଙ', 'パ', 'ꘒ', 'ዩ', 'ළ', 'Բ', 'Ե', 'Լ', 'Ծ', 'ፕ17', 'ズ', 'ዮ', '4097']"
86,264,4.27,ndCW2xAjBWw,Can We Win The Hardest Bike Race In The World? | Race Across America,12/06/2022,09:00:41,177982,4356,331,19:32,"['epic', 'raam', 'race', 'across', 'america', 'race across america', 'mark', 'beaumont', 'challenge', 'prep', 'prepare', 'preparation', 'train', 'training', 'trains', 'hard', 'hardest', 'endurance', 'ultra', 'ultra race', 'endurance athlete', 'athlete', 'record', 'record breaking', 'break', 'world record', 'world', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'sec-feature', 'ꗧ', 'r1', 'ꔈ', 'ሙ', 'ସ', 'ホ', 'ᠫ', '𐒎', 'ತ', 'ꛄ', 'ዩ', 'ළ', 'ꕉ', 'Ꮽ', 'Բ', 'Ժ', 'Լ', 'Խ', 'Ձ', 'ፕ14', 'サ', 'ኾ', '4724']"
87,311,4.2,Dlvf_Y9p-H4,8 Hacks For Riding In The Rain And Wet Weather,26/06/2019,09:00:02,154775,3492,314,05:59,"['rain', 'wet', 'weather', 'wet weather', 'rain storm', 'rain jacket', 'rain cape', 'jacket', 'layer', 'breathable', 'puddle', 'water', 'kit', 'embro', 'warm', 'dry', 'brake', 'corner', 'technique', 'skills', 'handling', 'waterproof', 'waterproofing', 'proof', 'mudguards', 'zwift', 'bad', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', 'chris opie', 'james lowsley williams', 'sec-top-10', 'sca15', 'gc21s', 'gc11shs', 'ඃ', 'c3', 'c1', 'h3', 'gc11sas', 'Ꮋ', 'n1', 'q1', 'v1', 'Ղ', 'ཋ', 'ළ', 'Է', 'Ի', 'Հ', '3642']"
87,329,4.2,0DHf2Eci-3k,Are Disc Brakes Dangerous To Road Cyclists? | The GCN Show Ep. 171,19/04/2016,17:00:00,233311,2773,717,20:23,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Road Bike', 'Cyclist', 'GCN Cycling', 'Cycling Tips', 'Bikes', 'Bicycle (Product Category)', 'cycling workout', 'cycling training', 'velo', 'bicicletas', 'bici ciclismo', 'velo route', 'fahrrad', 'fiets', 'ap16', 'sec-show', 'disc brake', 'ban', 'banned', 'fran ventoso', 'paris-roubaix', 'crash', 'injury', 'motor', 'mechanical doping', 'motorised doping', 'hidden motor', 'pro cycling', 'amstel gold race', 'ikea', 'speedx', 'speedx leopard', 'kickstarter', 'bamboo bicycle', 'zwift', 'canyon-sram', 'peter sagan']"
89,268,4.18,xCxpOfGLlg8,Understand Bike Racing In 10 Easy Steps | GCN#39;s Guide To Watching A Bicycle Race,10/09/2020,17:33:05,153048,4245,222,11:19,"['racing', 'bike racing', 'drafting', 'slipstreeming', 'sprinting', 'sprinter', 'sprint', 'tour de france sprint', 'crosswind', 'side wind', 'echelon', 'paceline', 'dropped', 'peloton', 'tour de france', 'tour', 'le tour', 'pro cycling', 'cycle racing', 'stage racing', 'monument', 'classic', 'points', 'ds', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'Top 10', 'GCN Cycling', 'velo', 'jeremy', 'powers', 'sec-top-10', 'gc21s', 'c3', 'ଐ', 'gc11sas', 'ଙ', 'ළ', 'Բ', 'Ժ', 'Լ', 'Ծ', 'Ձ', 'ፕ21', 'ザ', 'ଅ', '4084', 'yellow jersey', 'tdf', '2020 tdf']"
90,416,4.16,61l_4RkKZT4,Pro Cycling Team Nutrition Secrets With Team Sky,22/04/2016,17:00:01,125076,1170,410,03:21,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Road Bike', 'Cyclist', 'GCN Cycling', 'Cycling Tips', 'Bikes', 'Bicycle (Product Category)', 'cycling workout', 'cycling training', 'velo', 'bicicletas', 'bici ciclismo', 'velo route', 'fahrrad', 'fiets', 'ap16', 'sec-feature', 'gc15b', 'team sky', 'sky team', 'tour de france', 'pro cycling', 'pro cyclist', 'professional cycling', 'pro', 'like a pro', 'science in sport', 'sports nutrition', 'fitness', 'health', 'exercise', 'health diet']"
91,293,4.15,HHhh4dCiqYE,Head To Head Racing In The Mountains | Zwift Academy Finals 2021 Ep 4,18/12/2021,16:00:12,192959,3971,419,31:41:00,"['zwift academy', 'finals', '2021', 'ZA', 'academy', 'zwift', 'racing', 'pro racing', 'competition', 'pro road cyclist', 'canyon sram', 'alpecin fenix', 'contract', 'pro contract', 'zwift academy finals', 'mathieu van der poel', 'mvdp', 'become a pro cyclist', 'road racing', 'road bike racing', 'hill climb', 'Sa Calobra', 'mallorca', 'sprints', 'peloton', 'challenge', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'sec-feature', 'sca15', 'ᢉ', 'ᡙ', 'Բ', 'Թ', 'Լ', 'Ծ', 'Ձ', 'ፕ15', '4548', 'ꛁ', 'ዩ']"
92,169,4.1,Yd82c_BzwoU,Can Roadies Get Rad? | Si Learns To Jump With GMBN#39;s Blake Samson,13/07/2019,09:00:05,258762,6743,399,16:01,"['jump', 'jumping', 'mountain bike', 'mountain biking', 'mtb', 'air', 'how to', 'road cyclist', 'tabletop', 'learn', 'beginner', 'basic', 'introduction', 'canyon', 'strive', 'windhill', 'bike park', 'gap', 'big', 'bigger', 'lycra', 'cross country', 'xc', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', 'sec-feature', 'sca15', 'gc21s', 'ඃ', 'r1', 'h3', 'gc11sas', 'ළ', 'Լ', 'Ծ', 'Ձ', '3659', 'ሥ']"
