int_rank,like_rank,interactions,video_id,video_title,upload_date,upload_time,view_count,like_count,comment_count,video_duration,tags
21,151,6.01,MuJv2oTPtTo,My Favourite Bike Ride amp; The Road That Made Me Cry!,08/12/2019,10:00:05,228038,7392,646,15:17,"['presenter', 'ride', 'new', 'forest', 'national park', 'beautiful', 'gravel', 'plains', 'trees', 'pub', 'cafe', 'climb', 'guest', 'cry', 'headwind', 'wind', 'windy', 'favourite', 'favorite', 'home', 'road', 'roads', 'wildlife', 'country', 'countryside', 'new forest', 'training', 'route', 'workout', 'pro cyclist', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', 'Dan', 'Lloyd', 'sec-feature', 'gc21s', 'gc11shs', 'ඃ', 'c3', 'c1', 'h3', 'gc11sas', 'ඡ', 'ක', 'Ղ', 'ཋ', 'ሙ', 'ළ', 'Դ', 'ፕ15', '3807']"
22,178,5.98,RL7S1vjpyD0,How To Complete A Century | Top Training Tips For A 100 Mile Bike Ride,05/02/2020,10:00:06,178819,6532,422,06:07,"['100', 'one', 'hundred', 'miles', 'kilometres', 'century', 'long ride', 'endurance', 'training', 'ride 100', 'first', 'first century ride', 'first century', 'how to train', 'nutrition', 'plan', 'training plan', 'route', 'route planning', 'planning', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', 'manon', 'lloyd', 'james', 'connor', 'dunne', 'sec-how-to', 'sca15', 'gc21s', 'ិ', 'gc11shs', 'ඃ', 'c3', 'r1', 'c1', 'h3', 'gc11sas', 'Ꮋ', 'Ղ', 'ཋ', 'ោ', 'ሙ', 'ළ', 'Բ', 'Թ', 'Հ', 'ፕ17', '3866']"
23,87,5.97,pbDsW_G9TJU,Ollie#39;s Sa Calobra Hill Climb Challenge | In Pursuit Of A Cycling Personal Best,30/03/2019,10:00:11,278263,10857,589,12:13,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'sa calobra', 'calabra', 'colobra', 'coll dels reis', 'hill climb', 'team sky', 'record', 'kom', 'challenge', 'personal best', 'pb', 'climb', 'climbing', 'mallorca', 'majorca', 'power meter', 'skinsuit', 'hill climb bike', 'lightweight', 'strava', 'GCN Cycling', 'cycling tips', 'cycling workout', 'cycling training', 'velo', 'ollie bridgewood', 'sec-feature', 'sca15', 'gc21s', 'gc11shs', 'ඃ', 'c3', 'r1', 'h3', 'gc11sas', 'd1', 'n1', 'p1', 'Ղ', 'ཋ', 'එ', 'ළ', 'Բ', 'Թ', 'Ձ', '3554']"
24,118,5.94,juGiU45tEAc,NEW Shimano 105 Di2 | The Groupset Of The People Goes Wireless!,29/06/2022,16:00:25,404104,8603,1544,15:54,"['shimano', 'shimano 105', 'shimano 105 di2', '105', '105 di2', 'di2 105', 'di2 shimano 105', 'di2', 'wireless', 'wireless 105', '105 wireless', 'new shimano', 'new 105', 'new di2', 'new', 'groupset of the people', 'first look', '12 speed', '12-speed', '105 electronic', 'electronic groupset', 'groupset', '105 groupset', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'sec-feature', 'sca15', 'gc21s', 'ꗧ', 'ꔈ', 'Ղ', 'ោ', 'ሙ', 'ସ', 'ホ', 'ꗖ', '𐒎', 'ೄ', 'ዩ', 'ළ', 'Ꮽ', 'Բ', 'Ի', 'Ծ', 'Ձ', 'ፕ15', 'サ', 'ኾ', '4741']"
25,340,5.89,_Vun-uPqt68,What#39;s The Best Way To Ride Your Bike: On Your Own Or In A Group? | The GCN Show Ep.395,04/08/2020,16:36:58,139264,2564,576,24:00:00,"['solo rides', 'solo bike rides', 'group rides', 'bunch rides', 'group bike rides', 'drafting', 'half wheeling', 'training', 'intervals', 'crash', 'crashing', 'bike crash', 'cafe ride', 'social ride', 'bike race', 'strade bianche', 'strava kom', 'everest', 'everesting', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'gcn show', 'the gcn show', 'Road Bicycle', 'GCN Cycling', 'velo', 'dan', 'lloyd', 'manon', 'པ', 'sca15', 'gc21s', 'ិ', 'gc11shs', 'ଐ', 'gc11sas', 'g3', 'ක', 'Ղ', 'ཋ', 'ሩ', 'ସ', 'ଙ', 'ホ', 'ィ', 'ው', 'ꖐ', 'ළ', 'Բ', 'Ե', 'Լ', 'Ծ', 'Ձ', 'ፕ3', 'ヅ', 'ዎ', 'ጎ', '4047']"
26,312,5.86,r0kSoMJqhkA,Our Biggest Fears Revealed! GCN#39;s Biggest Cycling Scares | GCN Show Ep. 412,01/12/2020,18:38:59,259316,3468,1180,37:31:00,"['fear', 'biggest fear', 'fears', 'trauma', 'energy', 'scared', 'scary', 'crash', 'crashing', 'ice', 'snow', 'cornering', 'grip', 'descend', 'dark', 'bonk', 'bonking', 'tired', 'fitness', 'losing', 'drop', 'dropped', 'getting dropped', 'cold', 'lost', 'left behind', 'training', 'broken bike', 'mechanical', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'gcn show', 'the gcn show', 'Road Bicycle', 'GCN Cycling', 'velo', 'Dan', 'Lloyd', 'Richardson', 'པ', 'sca15', 'gc21s', 'ិ', 'gc11shs', 'c3', 'r1', 'gc11sas', 'v1', 'ක', 'Ղ', 'ཋ', 'ោ', 'ሩ', 'ସ', 'ホ', 'ው', 'ꖐ', 'ꔖ', 'ꖆ', 'ꔴ', 'ዩ', 'ළ', 'Բ', 'Ե', 'ፕ3', 'ヅ', 'ኾ', 'ዎ', '4166']"
27,159,5.85,Mr4m7ZoVfwc,How Cycling Can Boost Your Mental Health – GCN Does Science,10/02/2019,10:00:02,230853,7125,643,23:20,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'mental health', 'stress', 'depression', 'anxiety', 'sad', 'low', 'low mood', 'science', 'research', 'cbt', 'brain', 'neurology', 'oxford', 'benefit', 'symptom', 'cure', 'prevention', 'treatment', 'suicide', 'help', 'exercise', 'endorphins', 'investigate', 'expert', 'GCN Cycling', 'Cycling tips', 'cycling workout', 'cycling training', 'velo', 'simon richardson', 'sec-feature', 'gc21s', 'gc11shs', 'gc04s1', 'c3', 'r1', 'c1', 'h3', 'gc11sas', 'p1', 'v1', 'd2', 'Ղ', 'ཋ', 'Բ', 'Ժ', 'Լ', 'Ծ', 'Ձ']"
28,309,5.78,PMa0hS0W2MM,Stay Outdoors! | How To Cycle Outside In Winter,06/11/2019,10:00:06,143636,3541,483,06:12,"['winter', 'winter cycling', 'cycling in winter', 'cold', 'weather', 'bad weather', 'ride', 'bike ride', 'bicycle ride', 'clothing', 'cycling clothing', 'cycle clothing', 'jersey', 'shorts', 'tights', 'layers', 'layering', 'warm', 'gloves', 'mudguards', 'fenders', 'base miles', 'winter training', 'dry', 'train', 'training', 'lube', 'rain', 'outdoors', 'indoors', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', 'sec-how-to', 'gc21s', 'ិ', 'gc11shs', 'ඃ', 'c3', 'r1', 'c1', 'h3', 'gc11sas', 'Ꮋ', 'n1', 'p1', 'Ղ', 'ཋ', 'ළ', 'Բ', 'Է', 'Լ', 'Հ', 'ፕ17', '3775']"
29,291,5.76,gMfQTgrPknI,The Case For Daytime Running Lights On Bikes | Bontrager Flare RT amp; Ion RT First Look,08/08/2018,16:00:10,220595,4020,875,06:43,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'lights', 'bike lights', 'bontrager', 'flare', 'ion', 'flare rt', 'ion rt', 'daytime lights', 'lights in daylight', 'lights during day', 'safety', 'bike safety', 'studies', 'study', 'data', 'lumens', 'flash', 'visibility', 'cycling safety', 'daylight', 'GCN Cycling', 'Cycling tips', 'cycling workout', 'cycling training', 'velo', 'emma pooley', 'chris opie', 'sec-feature', 'gc21s', 'b1', 'gc11shs', 'gc04s1', 'c3', 'r1', 'h3', 'gc11sas', 'p1', 'Ղ', 'ཋ', 'ச', 'Ա', 'Լ', 'Ծ', 'Ձ', '3320']"
29,350,5.76,9IOXbZzIfVg,Cycling’s Biggest Controversy Is… WHITE Shorts?! | GCN Show Ep. 537,25/04/2023,14:40:31,95507,2277,330,24:18:00,"['white shorts', 'remco', 'evenepoel', 'hot or not', 'cycling style', 'fashion', 'liege bastogne liege 2023', 'vingegaard', 'trek segafredo', 'van aert', 'ai bike', 'artificial intelligence', 'ai', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Road Cycling', 'Cyclist', 'GCN Cycling', 'gcn show', 'the gcn show', 'cycling show', 'cycle show', 'hack', 'bodge', 'hack/bodge', 'hacks', 'bodges', 'cycling shorts', 'bike news', 'པ', 'gc21s', 'ិ', 'ꗧ', 'r1', 'ꔈ', 'ꗶ', 'Ղ', 'n1', 'ߤ\u200e', 'g3', 'ሩ', 'ସ', 'ଙ', 'ᠫ', 'ィ', 'ළ', 'ꕉ', 'Ꮽ', 'ꚱ', 'Ա', 'Ե', 'ፕ3', 'ヅ', 'ጎ', 'ዎ', '5041']"
31,166,5.71,sjhSm3lguxc,How To Fuel For Cycling | Bike Ride Nutrition Explained,24/04/2019,15:36:47,182123,7033,348,05:13,"['fuel', 'nutrition', 'sports nutrition', 'eat', 'eating', 'what to', 'how to', 'ride', 'glycogen', 'carbohydrate', 'energy', 'bar', 'gel', 'food', 'hydration', 'electrolytes', 'salts', 'protein', 'meal', 'workout', 'recovery', 'sugar', 'caffeine', 'coffee', 'water', 'cycling nutrition', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', 'chris opie', 'james lowsley-williams', 'sec-how-to', 'sca15', 'gc21s', 'ඃ', 'c3', 'c1', 'h3', 'gc11sas', 'Ꮋ', 'p1', 'ක', 'Ղ', 'ཋ', 'ඵ', 'Բ', 'Ժ', 'Լ', 'Ծ', 'Հ', '3579']"
32,175,5.7,66KPtappr-c,NEW Run Flats: Pro Cycling’s Secret Tech | Vittoria Airliner Road First Look,02/04/2021,10:00:07,249018,6610,767,15:32,"['vittoria', 'run flats', 'puncture', 'no punctures', 'puncture proof', 'puncture proof tyres', 'flat tyre', 'flat tire', 'tubeless', 'tubeless tyres', 'tubeless tires', 'sealant', 'tubeless sealant', 'tubeless tech', 'ef', 'ef nippo', 'uae emirates', 'bettiol', 'kristoff', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'simon', 'richardson', 'sec-feature', 'gc21s', 'ꗧ', 'c1', 'ꗶ', 'n1', 'g3', 'Ղ', 'ཋ', 'ሙ', 'ସ', 'ホ', 'ケ', 'パ', 'ው', 'ꖐ', 'ꔪ', 'ዩ', 'ළ', 'Բ', 'Ժ', 'Ի', 'Ծ', 'Ձ', 'ፕ15', 'サ', 'ኾ', '4288']"
33,116,5.66,_8nIJThyv_c,The Biggest Threat To Cyclists Is Not What You Think,22/07/2022,15:13:30,335879,8692,1047,13:08,"['illness', 'cancer', 'skin', 'skin cancer', 'ill', 'symptom', 'symptoms', 'mole', 'moles', 'freckles', 'sun', 'heat', 'hot', 'rays', 'UV', 'uv', 'ultra violet', 'ultraviolet', 'light', 'education', 'educate', 'protect', 'protection', 'sunscreen', 'sun screen', 'suncream', 'sun cream', 'sign', 'signs', 'cancer research', 'research', 'tan', 'tanning', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'sec-feature', 'sca15', 'ꗧ', 'ꔈ', 'Ղ', 'ሙ', 'ସ', 'ホ', 'ළ', 'э', 'Բ', 'Ժ', 'Լ', 'Ծ', 'Ձ', 'ፕ15', 'サ', 'ኾ', '4764']"
34,43,5.54,xT_tpJlKkJs,Recumbent Bike Vs Road Bike: Manon Challenges Hank To A Race,14/02/2021,10:00:31,536129,17155,1262,09:12,"['Recumbent', 'recumbant', 'recumbent bike', 'recumbant bike', 'aero', 'aerodynamic', 'fast', 'fastest', 'race', 'speed', 'top speed', 'fairing', 'racing', 'time trial', 'tt', 'watts', 'recumbent bicycle', 'speed record', 'UCI', 'illegal', 'lying down', 'human powered', 'trike', 'tricycle', 'how fast are', 'compared to a road bike', 'road bike', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'sec-feature', 'ិ', 'gc11shs', 'r1', 'ꗶ', 'n1', 'ሙ', 'ସ', 'ଙ', 'ホ', 'ケ', 'ළ', 'Բ', 'ፕ15', '4241', 'aero bike']"
34,298,5.54,CE--xQ3dgp4,The Worst Types Of Cyclists To Ride With | GCN Show Ep. 432,20/04/2021,18:00:03,193057,3733,702,25:11:00,"['cycling group', 'group ride', 'group bike ride', 'sprint', 'sprinter', 'sprinting', 'town sign', 'sitting on', 'drafting', 'etiquette', 'friends', 'riding with friends', 'bottles', 'tt', 'position', 'forearms', 'uci', 'uci rules', 'banned', 'dq', 'disqualified', 'gcn kit', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'gcn show', 'the gcn show', 'Road Bicycle', 'GCN Cycling', 'velo', 'si', 'richardson', 'manon', 'lloyd', 'པ', 'sca15', 'gc21s', 'ិ', 'gc11shs', 'ꗧ', 'r1', 'c1', 'ꔈ', 'ꗶ', 'n1', 'ක', 'Ղ', 'ཋ', 'ሩ', 'ସ', 'ଙ', 'ホ', 'パ', 'ළ', 'ꔹ', 'Բ', 'Ե', 'Լ', 'Ծ', 'Ձ', 'ፕ3', 'サ', 'ኾ', 'ጎ', '4306']"
36,230,5.53,peUNpaboy6w,How To Ride A Road Bike In Wet Weather | Tips For Cycling In The Rain,30/09/2020,13:46:58,209949,5012,668,05:45,"['wet', 'weather', 'riding', 'rain', 'poor', 'conditions', 'greasy', 'crash', 'slip', 'slippy', 'roads', 'clothing', 'tyres', 'grip', 'handling', 'speed', 'overshoes', 'dry', 'stay dry', 'cold', 'warm', 'tips', 'training', 'train', 'raining', 'pouring', 'danger', 'dangerous', 'preparation', 'cycling in the rain', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'How To', 'bike skills', 'cycling skills', 'GCN Cycling', 'velo', 'sec-how-to', 'sca15', 'gc21s', 'ិ', 'gc11shs', 'c3', 'ଐ', 'gc11sas', 'n1', 'Ղ', 'ཋ', 'ሙ', 'ସ', 'ଙ', 'ホ', 'ው', 'ꖐ', 'ළ', 'Ա', 'Ժ', 'Հ', 'ፕ17', 'ズ', 'ጎ', 'ዾ', '4104']"
37,201,5.49,ct_tIR6JFQI,We Designed The Hardest 100km Bike Ride Possible - And This Is What Happened!,27/06/2021,09:00:29,198413,5664,538,13:48,"['hard', 'hardest', '100 km', '100 kilometres', 'kilometres', 'miles', 'climb', 'climbs', 'climbing', 'elevation', 'van', 'rysel', 'decathlon', 'light', 'affordable', 'carbon', 'epic ride', 'local', 'steep', 'hill', 'hills', 'tough', 'toughest', 'loop', 'backyard', 'make your own', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'ollie', 'bridgewood', 'sec-feature', 'gc21s', 'ិ', 'ꗧ', 'ඡ', 'ཋ', 'ሙ', 'ସ', 'ホ', 'ィ', 'ᡚ', 'ዩ', 'ළ', 'Բ', 'Ե', 'Լ', 'Ծ', 'Ձ', 'ፕ15', '4374']"
38,128,5.48,KY_yX6JAV_g,GCN#39;s Hour Record Challenge: Making Ollie Aero,14/12/2019,10:00:07,238931,8210,493,19:02,"['Hour', 'hour record', 'Cannibal', 'Eddy Merckx', 'aero', 'watts', 'power', 'sufferfest', 'training', 'ftp', 'interval', 'intervals', 'velodrome', 'track', 'time trial', 'timetrialling', 'tt', 'wind tunnel', 'testing', 'threshold', 'fuctional threshold power', 'racing', 'merckx', 'workout', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', 'sec-feature', 'gc21s', 'gc11shs', 'ඃ', 'c3', 'r1', 'c1', 'Ꮋ', 'ሹ', 'ዘ', 'ዩ', 'ፕ15', '3813', 'Ollie']"
39,246,5.46,lav5YTVMANY,Top Things Not To Do On A Velodrome | Beginner Track Cycling Tips,28/07/2021,09:00:31,146509,4642,340,07:18,"['track', 'boards', 'ride', 'riding', 'tips', 'track cycling', 'velodrome', 'olympics', 'fixie', 'fixed', 'gear', 'one', 'brakes', 'check', 'bike', 'chain', 'tension', 'tyre', 'pressure', 'tubular', 'loose', 'tight', 'direction', 'anticlockwise', 'freewheel', 'freehub', 'pedal', 'pedalling', 'cleats', 'cleat', 'crash', 'splinters', 'corner', 'exit', 'get off', 'get on', 'enter', ""cote d'azur"", 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'sec-feature', 'ꗧ', 'ཋ', 'ସ', 'ホ', 'ፕ1', 'ጎ', '꘎', '4405']"
40,132,5.39,IyZPPEgEWnc,5 Bike Skills Every Cyclist Should Know,10/03/2022,11:35:16,228076,8089,435,06:46,"['bike', 'skill', 'skills', 'bike skills', 'cycling', 'cycling skills', 'beginner', 'novice', 'ride', 'riding', 'cycle', 'cyclist', 'how to', 'top tips', 'tips', 'top', '5 skills', 'road', 'look back', 'look behind', 'one hand', 'one handed', 'one-handed', 'corner', 'cornering', 'out of the saddle', 'out the saddle', 'out', 'saddle', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'Top 10', 'GCN Cycling', 'velo', 'manon', 'sec-top-10', 'gc21s', 'ិ', 'ꗧ', 'c1', 'ꗶ', 'Ղ', 'n1', 'ሙ', 'ସ', 'ଙ', 'ホ', 'パ', 'ළ', 'δ', 'Ա', 'Ժ', 'Լ', 'Ծ', 'Հ', 'ፕ19', 'ェ', 'ጎ', '4630']"
41,426,5.38,ELvRCJjrk7U,Modern bikes are 💩?!,26/04/2023,19:00:04,20430,365,81,00:38,"['modern bike', 'retro bike', 'disc brake', 'rim brake', 'modern bikes are bad', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', 'ፕ15', '಄', 'ꚢ', 'ኾ', 'sca15', 'gc21s', 'ꗧ', 'ホ', 'ସ', 'ሙ']"
42,193,5.37,OXZjg57VOuc,The All American Gravel Ride,15/06/2019,09:00:04,234576,5980,670,18:03,"['epic ride', 'gravel', 'gravel ride', 'riding', 'groad', 'america', 'american', 'usa', 'climb', 'climbing', 'massachusetts', 'vermont', 'greenfield', 'komoot', 'gravel road', 'singletrack', 'doubletrack', 'gravel bike', 'tubeless', 'tire', 'tyre', 'trail', 'cx', 'cyclo-cross', 'cyclocross', 'bike', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', 'si', 'richardson', 'jeremy', 'powers', 'sec-feature', 'gc21s', 'gc11shs', 'ඃ', 'c3', 'r1', 'h3', 'gc11sas', 'Ꮋ', 'p1', 'ඡ', 'Ղ', 'ཋ', 'ඵ', 'Բ', 'Ժ', 'Հ', '3631']"
43,21,5.32,#NAME?,How To Ride Your Bike Solo | GCN#39;s Guide To Cycling On Your Own,22/07/2020,12:36:20,845504,23577,2158,06:56,"['solo', 'solo ride', 'riding solo', 'solo bike ride', 'riding your bike on your own', 'effert', 'interval', 'training', 'navigation', 'route planning', 'mapping', 'komoot', 'wahoo', 'angi', 'specialized angi', 'tracker', 'group ride', 'bunch ride', 'drafting', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'How To', 'bike skills', 'cycling skills', 'GCN Cycling', 'velo', 'manon', 'lloyd', 'hank', 'sec-how-to', 'gc21s', 'ិ', 'gc11shs', 'ଐ', 'gc11sas', 'n1', 'ඡ', 'ニ', 'Ղ', 'ཋ', 'ሙ', 'ସ', 'ଙ', 'ホ', 'ィ', 'ළ', 'Ա', 'Է', 'Լ', 'Ծ', 'Հ', 'ፕ17', 'ェ', 'ዾ', 'ጎ', '4048']"
43,221,5.32,SkfRLsOVbQE,A Road Cyclist#39;s Introduction To #39;Cross | Emma Does Cyclo-Cross Ep. 1,19/09/2018,14:30:37,180580,5216,443,12:25,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'cyclocross', 'cross', 'cx', 'cx season', 'cx racing', 'cross racing', 'emma does cross', 'first time', 'new', 'beginner', 'off road', 'mud', 'bunny hop', 'bunnyhop', 'skills', 'lesson', 'tutorial', 'tips', 'cx tips', 'cx skills', 'cross bike', 'cx bike', 'GCN Cycling', 'Cycling tips', 'cycling workout', 'cycling training', 'velo', 'emma pooley', 'simon richardson', 'sec-feature', 'gc21s', 'b1', 'gc11shs', 'gc04s1', 'c3', 'r1', 'h3', 'gc11sas', 'n1', 'p1', 'Ղ', 'ཋ', 'Ա', 'Լ', 'Ծ', 'Ձ', '3362']"
45,397,5.31,L67pKpHGgE4,How To Use Your Gears On A Bike | Beginner Series Ep. 3,26/04/2023,09:00:18,58431,1552,167,07:08,"['how to change gears', 'change gear', 'change gears', 'beginner', 'beginner cyclist', 'beginner cycling', 'shifting', 'gears', 'gearing', 'cassette', 'beginner cycling mistakes', 'gcn beginner', 'gcn beginner series', 'beginner mistakes', 'cycling tips', 'bicycle gears', 'bike gears', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Road Cycling', 'Cyclist', 'GCN Cycling', 'how to', 'bike skills', 'cycling skills', 'sec-how-to', 'gc21s', 'ិ', 'ꗧ', 'ꔈ', 'ꗶ', 'Ղ', 'n1', 'ሙ', 'ସ', 'ଙ', 'ᠫ', 'ළ', 'Ꮽ', 'Ա', 'Լ', 'Ծ', 'Հ', 'ፕ17', 'ェ', 'ጎ', 'ጞ', '5042']"
46,109,5.24,9KpGr58FC88,Exploring Poland#39;s North Coast | Rondo Hvrt First Ride,23/06/2019,09:00:02,282579,9057,582,17:03,"['baltic', 'coast', 'north', 'poland', 'polish', 'gravel bike', 'gravel', 'groad', 'rondo', 'adventure bike', 'adventure', 'europe', 'beach', 'sun', 'hunt', 'wheels', 'rondo bike', 'hvrt', 'race bike', 'carbon', 'fiber', 'aero', 'aerodynamic', 'hel', 'fireroad', '650b', 'wide', 'tyre', 'tire', 'tubeless', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', 'ollie', 'bridgewood', 'james', 'lowsley williams', 'sec-feature', 'gc11shs', 'ඃ', 'c3', 'ཋ', 'ේ', 'ළ', 'Բ', 'Ի', '3639']"
47,184,5.18,CVUnngkENeA,Are Road Pedals Faster than Flat Pedals? | Clips vs Flats Hill Climb Challenge,24/11/2019,10:00:01,303249,6357,946,09:31,"['pedal', 'pedals', 'clipless', 'clipless pedals', 'clip in pedals', 'clip pedals', 'clip', 'toe clip', 'flat pedals', 'flat', 'normal', 'flat pedal', 'hill climb', 'hill', 'climb', 'challenge', 'vs', 'faster', 'look', 'shimano', 'speedplay', 'pedalling', 'power', 'speed', 'cadence', 'cleats', 'cleat', 'cycling shoe', 'shoes', 'clip in shoes', 'clip shoeGCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', 'James', 'Chris', 'sec-feature', 'gc21s', 'ិ', 'gc11shs', 'ඃ', 'c3', 'r1', 'c1', 'h3', 'gc11sas', 'Ꮋ', 'n1', 'Ղ', 'ཋ', 'ሙ', 'ළ', 'Ա', 'Թ', 'Լ', 'Ծ', 'Հ', 'ፕ15', '3793']"
48,91,5.17,Jq2NKKtUFnI,What#39;s The Best Way To Ride To Work? | GCN Commuter Challenge,23/07/2022,09:00:20,493195,10663,1493,18:36,"['commuting', 'commute', 'travel', 'travelling', 'work', 'working', 'job', 'ribble', 'gravel', 'gravel bike', 'all road', 'all-road', 'all road bike', 'all-road bike', 'fast', 'fast bike', 'commuter bike', 'commuter', 'ebike', 'e bike', 'e-bike', 'best bike', 'super bike', 'superbike', 'titanium', 'ti', 'carbon', 'carbon fiber', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'sec-feature', 'ꗧ', 'Ղ', 'ሙ', 'ସ', 'ホ', 'ᠫ', '൱', 'ዩ', 'ළ', 'э', 'Բ', 'Ժ', 'Լ', 'Ծ', 'Հ', 'ፕ15', 'サ', 'ኾ', 'ዮ', 'ጎ', '4765']"
49,45,5.14,WIdpuVGO5zY,The World#39;s Biggest Climb? | GCN Vs Alto de Letras,22/03/2020,10:00:12,509774,16410,984,15:30,"['letras', 'alto de letras', 'colombia', 'columbia', 'epic ride', 'climb', 'climbing', 'mountain', 'altitude', 'long climb', 'longest climb', '80km', 'uphill', 'riding uphill', 'cycling uphill', 'cycling in colombia', 'high altitude', 'endurance', 'mountain pass', 'climber', 'south america', 'andes', 'egan bernal', 'strava', 'cafe de colombia', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', 'si', 'richardson', 'sec-feature', 'ិ', 'gc11shs', 'ඃ', 'c3', 'c1', 'gc11sas', 'Ղ', 'ཋ', 'ሙ', 'ଙ', 'パ', 'ළ', 'Բ', 'Ժ', 'ፕ15', '3912']"
